Date,Country,Area,Location,Sex,Fatal
2017-07-14,USA,Washington,"South Beach, Westport, Grays Harbor County",M,False
2017-06-17,SPAIN,Ibiza Island,Playa d’en Bossa,M,False
2017-04-29,SOUTH AFRICA,Western Cape Province,"Keurbooms, Plettenberg Bay",M,False
2017-02-06,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,M,False
2017-01-13,USA,Florida,Jensen Beach,M,False
2016-10-01,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2016-09-05,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",F,False
2016-09-01,USA,California,"Refugio State Beach, Santa Barbara County",M,False
2016-05-03,USA,Hawaii,"Wailea Beach, Maui",M,False
2016-01-11,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",M,False
2015-09-29,USA,Florida,"Vilano Beach, St.  Johns County",M,False
2015-09-08,AUSTRALIA,New South Wales,North Shelly Beach,M,False
2015-06-23,USA,South Carolina,"St. Helena Island, Beaufort County",M,False
2015-05-20,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2015-04-12,REUNION ISLAND,Saint-Gilles-les-Bains,Cap Homard,M,True
2015-03-11,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",M,False
2015-02-09,AUSTRALIA,New South Wales,Shelly Beach,M,True
2015-02-05,AUSTRALIA,New South Wales,Mereweather Beach,M,False
2014-10-05,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2014-08-05,USA,Florida,"Cocoa Beach, Brevard  County",F,False
2014-07-03,USA,South Carolina,"Isle of Palms, Charleston County",M,False
2014-06-09,USA,Delaware,"Cape Henlopen State Park, Sussex County",M,False
2013-10-19,USA,Florida,Miami Beach,M,False
2013-08-17,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",F,False
2013-08-08,SOUTH AFRICA,,,M,False
2013-07-28,BAHAMAS,Abaco Islands,Scotland Cay,M,False
2013-06-25,USA,South Carolina,"Kiawah Island, Charleston County",M,False
2013-06-16,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,M,False
2013-06-15,USA,Florida,"Atlantic Beach, Duval County",F,False
2013-05-04,USA,Florida,"Melbourne Beach, Brevard County",M,False
2013-04-24,MEXICO,Quintana Roo,"Seagull Beach, Cancun",F,False
2013-04-02,USA,Hawaii,Ka’anapali Shores,M,False
2013-01-21,AUSTRALIA,Queensland,Bullcock Beach,M,
2012-12-19,AUSTRALIA,Western Australia,Trigg Beach,M,False
2012-05-09,USA,Florida,"Vero Beach, Indian River County",F,False
2011-12-23,USA,Florida,New Smyrna Beach,M,False
2011-10-05,REUNION ISLAND,,Cap La Houssaye,M,False
2011-09-24,USA,Florida,"Santa Maria Island, Manatee County",M,False
2011-07-15,REUNION ISLAND,Saint-Gilles,Brisants.,M,False
2011-07-13,USA,Texas,"South Padre Island, Cameron County",M,False
2011-05-04,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,M,False
2011-01-26,BAHAMAS,West End,Tiger Beach,M,False
2010-08-07,USA,North Carolina,"Figure Eight Island, Wilmington, New Hanover County",M,False
2010-07-25,USA,South Carolina,"Isle of Palms, Charleston County",M,False
2010-05-18,VIETNAM,Binh Dinh Province,Quy Nhon,F,False
2010-02-01,NEW ZEALAND,South Island,Oreti Beach,F,False
2010-01-31,BRAZIL,Rio Grande Do Sul,"Atlantis Beach, near Tramandai",M,False
2009-07-11,BAHAMAS,,,M,False
2009-06-02,EGYPT,St. Johns Reef,Habili Gafar,M,False
2009-04-21,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2008-09-15,AUSTRALIA,Northern Territory,Near Croker Island,M,False
2008-08-27,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2008-06-28,USA,Hawaii,"Kamilo Point, Hawai'i",M,
2008-05-26,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",M,False
2008-04-19,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,M,
2007-10-15,AUSTRALIA,New South Wales,Byron Bay,F,False
2007-07-22,USA,California,"Malibu, Los Angeles County",M,False
2007-07-17,USA,North Carolina,"Atlantic Beach, Carteret County",F,False
2007-05-17,ENGLAND,Kent,Folkestone,M,False
2007-03-05,NEW ZEALAND,Cook islans,Penhryn Island,M,False
2006-12-18,AUSTRALIA,Victoria,"Winki Pop, Bells Beach",M,False
2006-09-30,SOUTH AFRICA,Western Cape Province,Miller's Point,M,
2006-07-25,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2006-02-12,AUSTRALIA,Queensland,"Point Vernon, Hervey Bay",M,False
2006-01-15,AUSTRALIA,Western Australia,"Off City Beach, Perth",M,False
2005-10-29,USA,Florida,"Ponce de Leon Inlet, Volusia County",M,False
2005-06-16,USA,Florida,"Howard E. Futch Memorial Park at Paradise Beach, Brevard County",M,False
2005-03-12,USA,New Mexico,"Albuquerue Aquarium, Albuquerue",M,False
2005-03-10,SOUTH AFRICA,KwaZulu-Natal,Isipingo,M,
2004-05-01,BRAZIL,Pernambuco,Piedade,M,True
2004-01-22,NEW ZEALAND,Northlands,90 Mile Beach,M,
2003-09-13,USA,Florida,"Daytona Beach, Volusia County",M,False
2003-09-01,USA,Florida,"Boca Grande, Lee County",M,False
2003-04-21,USA,Florida,"Melbourne Beach, Brevard County",M,False
2003-01-03,COSTA RICA,North Pacific coast,Playa Tamarindo,M,False
2002-10-11,USA,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",M,False
2002-06-09,USA,Florida,"Jensen Beach, Martin County",M,False
2002-04-20,USA,Florida,"St. Augustine Beach, St. Johns County",M,False
2002-03-25,USA,Florida,"Cocoa Beach, Brevard County",F,False
2001-11-07,AUSTRALIA,Western Australia,"Leighton Beach, south of North Cottesloe",M,
2001-08-29,USA,Florida,"Coquina Beach, Anna Maria Island, Manatee County",F,False
2001-07-26,USA,South Carolina,"Myrtle Beach, Horry County",F,False
2001-07-24,USA,Florida,"Marathon , Monroe County",F,False
2000-08-30,USA,Florida,"Boca Ciega Bay, Tampa, Pinellas County",M,True
2000-01-01,USA,Florida,"Boca Grande, Lee County",M,False
1999-11-30,USA,Florida,"Palm Beach, Palm Beach County",M,False
1998-01-28,AUSTRALIA,New South Wales,Whale Beach,M,
1997-10-28,USA,Hawaii,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",M,False
1997-08-11,USA,Florida,"New Smyrna Beach, Volusia County",F,False
1997-07-21,SOUTH AFRICA,Eastern Cape Province,"Breezy Point, Ntlonyana",M,True
1996-08-11,USA,Florida,"Bayshore Garden, Sarasota Bay, Sarasota County",M,False
1996-05-24,AUSTRALIA,New South Wales,"Wreck of paddle steamer, Koputai, 6 km off Bondi Beach",M,True
1995-08-27,BRAZIL,Pernambuco,"Boa Viagem, Recife",M,False
1995-08-26,USA,Florida,"Crescent Beach, St. Johns County",M,False
1995-08-10,USA,South Carolina,"Ocean Lakes Campground, south of Myrtle Beach, Horry County",F,False
1995-06-24,USA,California,"LaJolla Shores, San Diego County",F,False
1993-01-05,AUSTRALIA,Queensland,"Line Reef, northeast of Hamilton Island, Whitsundays",M,False
1992-08-25,AUSTRALIA,South Australia,"Lipson Cove, Tumby Bay",M,False
1992-07-08,BRAZIL,Maranhão,"Praia da Marcela, São Marcos Bay",M,False
1992-02-14,JAPAN,Ehime Prefecture,Matsuyama,M,False
1990-09-15,SOUTH AFRICA,Western Cape Province,Oudekraal,M,False
1990-07-08,USA,Florida,"Perdido Key near the Florida Panhandle, Escambia County",M,False
1990-06-23,BAHAMAS,,Bimini,M,False
1989-08-29,AUSTRALIA,Queensland,SeaWorld Theme Park,M,False
1988-10-23,USA,Oregon,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County",M,False
1988-01-21,AUSTRALIA,Torres Strait,,M,
1987-09-13,SOUTH AFRICA,Western Cape Province,Still Bay,M,False
1985-10-18,USA,Hawaii,"Little Glass Shacks, Princeville, Kaua'i",M,False
1983-03-30,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,M,False
1982-12-26,AUSTRALIA,New South Wales,Suffolk Park,M,False
1982-02-13,USA,Florida,"Palm Beach, Palm Beach County",F,True
1982-01-01,ITALY,Tyrrhenian Sea,"Biodola, Isola d'Elba",M,False
1981-08-10,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",F,True
1981-02-19,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,M,False
1977-11-12,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,M,False
1976-11-27,SOUTH AFRICA,Western Cape Province,Clifton,M,False
1975-09-01,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,M,False
1975-06-23,USA,South Carolina,"Windy Hill, near Myrtle Beach, Horry County",M,False
1975-03-29,SOUTH AFRICA,KwaZulu-Natal,Tongaat,M,
1973-09-10,HONG KONG,Mirs Bay,,M,True
1973-01-01,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,M,False
1972-12-26,MOZAMBIQUE,Gaza,Xai Xai,M,False
1972-08-08,AUSTRALIA,Tasmania,Tasman Island,M,False
1971-04-11,SOUTH AFRICA,Western Cape Province,Buffels Bay,M,True
1971-01-02,AUSTRALIA,Tasmania,,M,False
1970-10-01,USA,Florida,"Matanzas Inlet, St Johns County",M,False
1970-01-23,MOZAMBIQUE,Limpopo River,"Gijana, 150 km inland",M,False
1970-01-01,PAPUA NEW GUINEA,New Ireland Province,,M,False
1969-10-14,USA,Hawaii,Hawaii,M,False
1968-04-07,AUSTRALIA,New South Wales,Stockton Bight,M,False
1967-12-30,SOUTH AFRICA,Western Cape Province,Mossel Bay,M,False
1966-08-16,CROATIA,Primorje-Gorski Kotar County,Bakar,M,True
1966-07-17,TAIWAN,Northern Taiwan,Tamsui Beach,M,True
1966-01-15,AUSTRALIA,New South Wales,Bellambi,M,False
1965-04-10,USA,Florida,American Shoals off Key West,M,False
1964-09-20,TAIWAN,Northern Taiwan,"Tamsui Beach, Taipai",M,True
1964-02-01,USA,Florida,Palm Beach County,M,False
1964-01-18,AUSTRALIA,Western Australia,Hamelin Bay,M,False
1962-03-25,NEW ZEALAND,"Off the Coromandel Peninsula, North Island",Alderman Islands,M,False
1961-10-09,USA,Florida,"Ocean Ridge, Boca Raton, Palm Beach County",M,
1961-07-29,USA,New York,Whitewood Point on Lloyd Neck in Oyster Bay,M,False
1961-04-16,AUSTRALIA,New South Wales,Otford,M,False
1961-03-09,NORTH PACIFIC OCEAN,Wake Island (EnenKio),"Leeward side of island, directly in back of Mid-Pac barrel storage area",M,False
1960-09-01,MARSHALL ISLANDS,Eniwetok Atoll,Parry Island,M,
1959-05-03,USA,Florida,"Panama City, Bay County",M,False
1958-10-12,USA,California,"Coronado Strand, San Diego County",M,False
1956-08-01,PAPUA NEW GUINEA,Central Province,"Fisherman's Island, near Port Moresby",M,False
1955-04-01,USA,Hawaii,"Hilo, Hawai'i",M,False
1955-01-01,PAPUA NEW GUINEA,New Ireland,Lavongai,M,False
1954-12-09,PAPUA NEW GUINEA,Central Province,"Kila Beach, Port Moresby",M,True
1953-01-01,USA,Florida,"Juno Beach, Palm Beach County",F,False
1952-12-03,USA,Hawaii,"Maile Beach, O'ahu",M,True
1950-08-06,EL SALVADOR,La Libertad,50 miles off Port La Libertad,M,False
1950-05-24,SOUTH AFRICA,KwaZulu-Natal,Port Edward,M,False
1950-01-01,AUSTRALIA,Tasmania,Triabunna,M,False
1950-01-01,SRI LANKA,Southern Province,Dodnduwa,M,False
1949-04-13,MEXICO,Tamaulipas,"Miramar Beach, Tampico",M,False
1947-12-21,AUSTRALIA,New South Wales,"Watson Taylor's Lake, 25 miles south of Port Macquarie",M,False
1947-11-14,AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",M,False
1946-12-28,AUSTRALIA,South Australia,Glenelg,M,False
1946-07-18,IRAN,Khuzestan Province,"Dorquain, on the Karun River",M,False
1945-03-06,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,M,False
1944-11-01,AUSTRALIA,Queensland,Maroochydore Beach,M,
1944-01-16,AUSTRALIA,Western Australia,"Cottesloe, Perth",M,False
1943-01-01,IRAQ,,River Tigris,M,False
1942-09-12,AUSTRALIA,Queensland,"Trinity Beach, 17 km northwast of Cairns",M,False
1942-07-06,ITALY,Liguria,Savona,M,False
1941-06-01,PACIFIC OCEAN,Off coast of Ecuador,Between Esmeraldas & Salinas,M,True
1939-01-01,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Aroma Passage,M,True
1938-08-18,USA,California,"Near Encino, Los Angeles County",M,False
1938-07-17,USA,California,"Dana Point, Orange County",M,False
1938-07-12,AUSTRALIA,Torres Strait,Off Bathurst Island,M,True
1938-05-26,COSTA RICA,Nicoya Peninsula,,M,True
1936-12-30,USA,Hawaii,"Honokohau, Maui",M,False
1936-02-20,AUSTRALIA,Queensland,Brisbane River,M,False
1935-11-13,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,M,False
1933-06-16,USA,South Carolina,"Folly Island, near Charleston",F,False
1931-08-25,CUBA,Havana Province,"Miramar subdivision, Havana",M,True
1930-01-01,MAURITIUS,,Two miles from shore in Tamarind Bay,M,True
1929-02-18,AUSTRALIA,New South Wales,Maroubra Bay,M,True
1924-11-25,MEXICO,Tamaulipas,Tampico,F,True
1923-06-16,AUSTRALIA,New South Wales,Bellambi Reef,M,True
1912-02-22,AUSTRALIA,Western Australia,Bunbury,M,False
1912-01-13,FIJI,Viti Levu group,Beqa,M,True
1912-01-01,SPAIN,Balearics,Isla Cabrera,M,True
1910-03-31,PANAMA,Colón Province,Cristobal,M,True
1909-12-15,AUSTRALIA,New South Wales,20 miles off Sydney,M,True
1909-08-13,USA,Florida,"Pensacola Bay, Escambia County",M,True
1909-07-15,USA,Florida,"Panama City, Bay County",M,False
1908-06-08,USA,Georgia,,M,True
1905-07-25,ITALY,,Naples,M,
1904-09-01,CUBA,Havana Province,Havana Harbor,M,True
1902-11-01,USA,Texas,"Near Port Lavaca, Calhoun County",M,False
1902-06-02,PHILIPPINES,Zamboanga del Sur Province,"Near mouth of River Cumalarang, 5 miles from Port Isabela, Basilan Island",M,False
2023-04-09,USA,Hawaii,"Kewalos, Oahu",M,False
2023-03-06,BRAZIL,Pernambuco,Piedade Beach,F,False
2022-08-10,USA,California,"Lovers Point, Pacific Grove, Monterey County",M,False
2022-07-07,USA,New York,"Ocean Beach, Long Island",M,False
2022-06-21,USA,South Carolina,"Myrtle Beach, Horry County",M,False
2022-01-22,AUSTRALIA,Western Australia,Whalers Beach,M,False
2021-07-27,AUSTRALIA,Western Australia,Varanus Island,M,False
2021-07-23,THAILAND,Chanthaburi Province,Kung Krabaenbay Royal Département Study Center,M,False
2021-04-24,NEW CALEDONIA,,Nouville,M,True
2020-12-30,USA,California,"Coronado, San Diego County",M,False
2019-10-27,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2019-05-14,AUSTRALIA,Queensland,Yandaran Beach,M,False
2019-02-14,BRAZIL,Fernando de Noronha,Cacimba do Padre,M,False
2018-11-24,USA,Florida,"Juno Beach, Palm Beach County",M,False
2018-08-20,BAHAMAS,Abaco Islands,Carter's Cay,M,False
2018-08-03,EGYPT,,Marsa Alam,M,True
2018-05-09,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",M,False
2018-02-01,AUSTRALIA,Western Australia,"Avalon Point, Manurah",M,False
2017-09-25,USA,Florida,"Hanna Park, Jacksonville, Duval County",M,False
2017-08-01,USA,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",M,False
2017-07-20,USA,South Carolina,"Hilton Head Island, Beaufort County",F,
2017-04-05,USA,Florida,"New Smyrna Beach, Volusia County",F,False
2016-10-21,USA,Hawaii,"Hooipa Beach Park, Maui",M,False
2016-09-18,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2016-09-17,AUSTRALIA,Victoria,Thirteenth Beach,M,False
2016-04-13,USA,Florida,"Off Singer Island, Palm Beach County",M,False
2016-03-10,FIJI,Vanua Levu,Dawara,M,True
2015-10-19,USA,Florida,"Deerfield Beach, Broward County",M,False
2015-10-17,USA,Hawaii,"Waikiki,",M,
2015-09-20,USA,Florida,"Vilano Beach, St.  Johns County",M,False
2015-08-10,USA,California,Cortes Bank,M,False
2015-06-26,USA,Florida,"Jacksonville Beach, Duval County",F,
2015-06-19,PUERTO RICO,,Off Cabo Rojo,M,False
2015-05-15,USA,South Carolina,Sullivan's Island,M,False
2015-04-11,AUSTRALIA,New South Wales,McKenzies Beach,M,False
2015-03-29,ITALY,Sardinia,,M,
2015-01-17,AUSTRALIA,New South Wales,Off Blacksmith Beach,M,False
2014-07-12,USA,North Carolina,"Masonboro Island, New Hanover County",M,False
2014-05-13,USA,Florida,"Jacksonville Beach, Duval County",F,False
2013-02-27,NEW ZEALAND,North Island,Muriwai,M,True
2012-12-05,USA,Hawaii,Kauai,M,False
2012-07-21,TRINIDAD & TOBAGO,Trinidad,"Off Radix Village, Mayoro County",M,
2013-04-01,USA,Florida,"Sanibel Island, Lee County",M,False
2012-03-04,USA,Florida,"Playalinda Beach, Brevard County",M,False
2011-09-16,USA,Florida,New Smyrna Beach,M,False
2011-09-02,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2011-06-19,TURKS & CAICOS,Caicos Bank,French Cay,M,False
2010-07-16,USA,Texas,Galveston,M,False
2010-02-06,NEW ZEALAND,South Island,Cosy Nook,M,False
2010-01-22,AUSTRALIA,Victoria,Geelong,M,False
2009-12-13,AUSTRALIA,New South Wales,Coffee Head,M,False
2009-11-24,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",M,False
2009-06-27,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",M,False
2009-04-12,AUSTRALIA,New South Wales,Fingal Bay,M,False
2008-12-20,USA,California,"Dillon Beach, Marin County",M,False
2008-09-01,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2008-07-09,USA,North Carolina,"Emerald Isle, Carteret County",F,False
2008-06-21,USA,California,"West Cove, Catalina Island",F,False
2008-06-01,USA,South Carolina,Cherry Grove,F,False
2008-04-03,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",M,False
2007-12-14,AUSTRALIA,New South Wales,Bondi,M,
2007-10-07,USA,California,"Venice Pier, Venice, Los Angeles County",M,False
2007-09-30,USA,California,"Santa Monica, Los Angeles County",M,False
2007-07-29,USA,Florida,"Ponce Inlet, Volusia County",M,False
2006-08-13,SOUTH AFRICA,Western Cape Province,"Sunrise Beach, Muizenberg",M,False
2006-07-31,USA,Oregon,Oswald State Park,M,False
2006-01-23,ATLANTIC OCEAN,800 miles from land,,F,False
2006-01-11,BAHAMAS,Grand Bahama Island,Sandy Cay,M,
2005-11-25,AUSTRALIA,Victoria,Flinders,M,False
2005-09-05,USA,North Carolina,"North Topsail Beach, Onslow County",F,False
2005-07-22,USA,Florida,"Quarter mile south of Ponce de Leon Inlet, Volusia County",M,
2005-06-05,USA,New Jersey,"Surf City, Long Beach Island, Ocean County",M,
2005-04-06,HONDURAS,Bay Islands,Utila,F,
2005-03-27,AUSTRALIA,New South Wales,,M,False
2004-10-21,AUSTRALIA,New South Wales,Stockton Beach,M,False
2004-07-10,AUSTRALIA,Western Australia,"Lefthanders Beach, Margaret River",M,True
2004-06-26,AUSTRALIA,Western Australia,Floreat Beach,M,
2004-02-14,EGYPT,,"Coral Bay, Sharm-el-Sheikh",M,True
2003-06-24,USA,Florida,"Cocoa Beach, Brevard County",F,False
2003-04-20,USA,Florida,"Playalinda Beach, Brevard County",M,False
2002-05-31,USA,California,"Stinson Beach, Marin County",M,False
2002-04-02,USA,Florida,"New Smyrna Beach, Volusia County",M,False
2000-12-12,FIJI,Taveuni,Garden Island Resort,M,True
2000-10-20,USA,Florida,"Fort Pierce Inlet State Park, St Lucie County",M,False
2000-02-03,NEW ZEALAND,South Island,Oreti Beach (reported as the 4th person bitten in NZ in 2000),M,False
1999-11-06,BRAZIL,Rio de Janeiro,"Rio de Janeiro, Guanabara Bay",M,False
1999-10-20,USA,Florida,"Pet Den, Satellite Beach, Brevard County",M,False
1999-08-24,USA,North Carolina,"Fort Fisher, New Hanover County",M,False
1999-07-15,SOUTH AFRICA,Western Cape Province,Buffels Bay (near Knysna),M,True
1999-02-03,USA,Florida,"Hobe Sound, Martin County",M,False
1998-11-02,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",M,True
1997-11-09,AUSTRALIA,Western Australia,Albany,M,False
1996-12-01,NEW CALEDONIA,South Province,L'llot Maetre,F,False
1996-08-13,USA,California,"Bird Rock, Tomales Point",M,False
1996-02-04,AUSTRALIA,New South Wales,"Ned's Beach, Lord Howe Island",M,False
1995-12-18,USA,Hawaii,Southwest of O'ahu,M,
1994-12-13,BRAZIL,Pernambuco,Piedade,M,False
1994-09-05,USA,Hawaii,Makaha Surf Beach,F,False
1993-02-04,AUSTRALIA,Queensland,Mooloolaba,M,False
1992-08-01,USA,Florida,St. Lucie County,M,
1992-02-19,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",M,True
1992-01-01,FIJI,Tavenui,,M,True
1990-10-25,AUSTRALIA,South Australia,Goolwa Beach,M,False
1990-02-05,USA,Florida,"Monster Hole, Sebastian Inlet, Indian River County",M,False
1989-12-03,AUSTRALIA,Northern Territory,Gove Peninsula near Darwin,M,
1989-09-13,USA,Florida,"Gulf of Mexico, 22 miles from Pensacola",M,False
1989-01-01,PAPUA NEW GUINEA,New Ireland,Kavieng,F,False
1988-10-14,USA,Florida,"Boca Raton, Palm Beach County",M,False
1988-10-06,AUSTRALIA,South Australia,Moama Beach,M,False
1988-08-22,USA,Louisiana,New Orleans,M,False
1988-07-11,USA,Florida,"Jensen Beach, Martin County",F,False
1988-07-04,BAHAMAS,,,M,False
1988-04-24,USA,California,"North of Morro Rock, San Luis Obispo County",M,False
1986-05-18,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",M,False
1984-11-30,AUSTRALIA,Queensland,1 km off Black's Beach,M,True
1982-02-28,AUSTRALIA,Tasmania,South Cape Bay,M,True
1981-08-07,BAHAMAS,Grand Bahama Island,"Gingerbread Reef, east of Little Isaac Island",M,False
1978-11-26,USA,Hawaii,"Ewa, O'ahu",M,False
1978-01-07,SOUTH AFRICA,KwaZulu-Natal,Glenashley,M,False
1977-12-31,USA,Hawaii,2 miles off Keahole Airport,M,False
1977-03-13,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,M,False
